nameOrig,count_amount,mean_amount,mean_balance_change
C1342244082,1,127156.49,-127156.49
C1342251524,1,1189986.88,-1189986.88
C1343086585,1,1749325.14,-1749325.14
C1343135760,1,138373.64,-138373.64
C1343326051,1,3973479.44,-3973479.44
C1343376648,1,1272493.9,-1272493.9
C1343455954,1,802382.45,-802382.45
C1343500180,1,133057.11,-133057.11
C1343535445,1,243118.94,-243118.94
C1343549154,1,67050.5,-67050.5
C1343655030,1,511389.5,-511389.5
C134383279,1,987591.59,-987591.59
C1344002266,1,950766.15,-950766.15
C1344277836,1,188658.45,-188658.45
C1344634344,1,40043.74,-40043.74
C1345101920,1,107351.33,-107351.33
C1345605199,1,506867.52,-506867.52
C1345990968,1,594471.04,-594471.04
C1346194314,1,319883.28,-319883.28
C1346698733,1,544352.53,-544352.53
C1346753121,1,1672570.76,-1672570.76
C1346995049,1,1281113.84,-1281113.84
C1347068790,1,1185157.78,-1185157.78
C1347258113,1,1735647.47,-1735647.47
C1347259085,1,102750.55,-102750.55
C1347260506,1,1143937.73,-1143937.73
C1347324613,1,142715.07,-142715.07
C1347372630,1,3062506.58,-3062506.58
C13476489,1,303432.45,-303432.45
C1348396248,1,10000000.0,-10000000.0
C1348697498,1,326052.83,-326052.83
C134880961,1,113614.57,-113614.57
C1349419422,1,1486955.35,-1486955.35
C1349492818,1,1266752.6,-1266752.6
C1350141268,1,94261.84,-94261.84
C1350230812,1,123259.24,-123259.24
C1350659055,1,340665.18,-340665.18
C1350723099,1,400758.85,-400758.85
C1351320610,1,10000000.0,-10000000.0
C1351323617,1,92735.71,-92735.71
C135132555,1,2935952.76,-2935952.76
C1351380996,1,1752606.15,-1752606.15
C1351652548,1,177429.18,-177429.18
C1351929617,1,6215.44,-6215.44
C1352461400,1,194876.96,-194876.96
C1352632732,1,556720.82,-556720.82
C1352884053,1,155854.37,-155854.37
C1353043821,1,266351.6,-266351.6
C1353278775,1,4737833.35,-4737833.35
C1353657671,1,427405.08,-427405.08
C1353907463,1,204030.2,-204030.2
C13539331,1,5820137.62,-5820137.62
C1353978265,1,152314.49,-152314.49
C1354111086,1,5166393.44,-5166393.44
C1354307131,1,718350.64,-718350.64
C1354536718,1,6392800.85,-6392800.85
C135534894,1,843174.04,-843174.04
C1355391463,1,1048100.0,-1048100.0
C1355617171,1,1241118.86,-1241118.86
C1355847784,1,24424.67,-24424.67
C1355922572,1,340936.99,-340936.99
C1356014393,1,1613281.82,-1613281.82
C1356517693,1,317787.12,-317787.12
C1356928798,1,980310.0,-980310.0
C1357050524,1,206985.26,-206985.26
C1357479917,1,829286.58,-829286.58
C1357770570,1,669627.43,-669627.43
C1357772203,1,566142.89,-566142.89
C1357888616,1,762782.66,-762782.66
C1357985676,1,331829.94,-331829.94
C135832352,1,6188514.81,-6188514.81
C1358700061,1,498747.55,-498747.55
C1359352679,1,190590.65,-190590.65
C1359467526,1,365069.45,-365069.45
C135981249,1,8208916.0,-8208916.0
C1360389351,1,672812.53,-672812.53
C1360544029,1,436906.22,-436906.22
C1360689528,1,9060955.18,-9060955.18
C1360735702,1,108213.6,-108213.6
C1360860736,1,120843.94,-120843.94
C1361333152,1,516355.22,-516355.22
C1361619963,1,63210.91,-63210.91
C1361675449,1,73561.74,-73561.74
C1362065573,1,322585.04,-322585.04
C1362477685,1,227231.78,-227231.78
C1362743884,1,3644234.06,-3644234.06
C136293883,1,2425164.58,-2425164.58
C1363018209,1,9299230.13,-9299230.13
C1363187770,1,86002.09,-86002.09
C1363437677,1,44733.5,-44733.5
C1364127192,1,35063.63,-35063.63
C1364188509,1,163852.19,-163852.19
C136426142,1,159106.12,-159106.12
C1364952326,1,2190762.32,-2190762.32
C1365004104,1,46973.96,-46973.96
C1365223423,1,35496.47,-35496.47
C136533160,1,361460.79,-361460.79
C1365547819,1,807466.16,-807466.16
C1366228179,1,803794.53,-803794.53
C1366299519,1,1048388.34,-1048388.34
C1366321878,1,6377401.2,-6377401.2
C136634417,1,89657.36,-89657.36
C1366387168,1,906270.63,-906270.63
C1366476838,1,145944.8,-145944.8
C1366548953,1,207517.2,-207517.2
C1366635170,1,786573.0,-786573.0
C1366764100,1,1968431.0,-1968431.0
C1366832046,1,945131.71,-945131.71
C1367270224,1,57588.67,-57588.67
C1367702961,1,781988.85,-781988.85
C1367937262,1,58521.53,-58521.53
C1368229796,1,181104.66,-181104.66
C136863855,1,200008.33,-200008.33
C136906216,1,3332748.16,-3332748.16
C1369188336,1,340198.41,-340198.41
C13692003,1,132842.64,-4499.08
C1369232913,1,1159831.33,-1159831.33
C1369254106,1,538428.86,-538428.86
C136928681,1,296940.32,-296940.32
C1369312276,1,3116889.41,-3116889.41
C1370085660,1,2926854.05,-2926854.05
C1370421735,1,3574316.05,-3574316.05
C1370685766,1,1323909.85,-1323909.85
C1370708725,1,251621.18,-251621.18
C1370888603,1,664992.86,-664992.86
C1371017446,1,1132311.86,-1132311.86
C1371078457,1,87660.69,-87660.69
C1371377403,1,1031608.37,-1031608.37
C1371968077,1,506923.53,-506923.53
C1372185413,1,16274.51,-16274.51
C1372327870,1,711932.67,-711932.67
C1372492756,1,92145.4,-92145.4
C1372628002,1,9468064.05,-9468064.05
C1373058287,1,418871.89,-418871.89
C1373191789,1,67692.41,-67692.41
C1373322164,1,43159.0,-43159.0
C1373739020,1,567932.31,-567932.31
C1373829253,1,2324907.08,-2324907.08
C1374040436,1,1195842.37,-1195842.37
C1374141932,1,2394623.8,-2394623.8
C1374233613,1,334276.08,-334276.08
C1374344025,1,259186.43,-259186.43
C1374377088,1,2093951.47,-2093951.47
C137450034,1,776303.43,-776303.43
C137478420,1,369306.87,-369306.87
C1375184391,1,106584.32,-106584.32
C137533655,1,20128.0,-20128.0
C1375503918,1,18627.02,-18627.02
C1375603076,1,407907.34,-407907.34
C1375615484,1,253793.28,-253793.28
C1375978020,1,964544.37,-964544.37
C1376162995,1,768520.15,-768520.15
C1376272223,1,23236.49,-23236.49
C1376413283,1,358440.67,-358440.67
C1376942715,1,1259972.05,-1259972.05
C1377043932,1,240746.27,-240746.27
C1377280897,1,11653.98,-11653.98
C1377632018,1,25819.42,-25819.42
C1378313671,1,221167.84,-221167.84
C1378620368,1,204778.86,-204778.86
C1378980948,1,1167816.02,-1167816.02
C137902575,1,315654.19,-315654.19
C1379628544,1,283429.1,-283429.1
C1379900917,1,786278.72,-786278.72
C1380307239,1,201247.25,-201247.25
C138035077,1,1191399.72,-1191399.72
C1380882097,1,697652.19,-697652.19
C1381052482,1,102660.35,-102660.35
C1381373082,1,10000000.0,-10000000.0
C1381675569,1,52689.13,-52689.13
C1381975492,1,1242226.78,-1242226.78
C1382437370,1,1576531.53,-1576531.53
C1383213814,1,105491.11,-105491.11
C1383489618,1,1305754.09,-1305754.09
C1383859392,1,854065.31,-854065.31
C1383952651,1,3968964.4,-3968964.4
C1384579214,1,504344.93,-504344.93
C1384626324,1,2118548.31,-2118548.31
C1384674068,1,96640.12,-96640.12
C1384810347,1,124696.98,-124696.98
C138482312,1,10000000.0,-10000000.0
C1384976980,1,2433009.28,-2433009.28
C1385022604,1,2184556.65,-2184556.65
C1385592810,1,886592.76,-886592.76
C1386014813,1,10000000.0,-10000000.0
C1386219117,1,142791.28,-142791.28
C1386334187,1,84312.29,-84312.29
C1386471589,1,5566.14,-5566.14
C1386605683,1,515645.16,-515645.16
C1386844753,1,1301090.39,-1301090.39
C1387290846,1,1226390.31,-1226390.31
C1387295459,1,1387048.31,-1387048.31
C1387397359,1,221107.56,-221107.56
C1387416875,1,1892137.66,-1892137.66
C1387708046,1,30548.46,-30548.46
C1387819669,1,130987.75,-130987.75
C1388119731,1,188731.21,-188731.21
C1388535947,1,415785.89,-415785.89
C1388614734,1,197226.65,-197226.65
C1388837580,1,48412.47,-48412.47
C1388934597,1,46973.96,-46973.96
C138899312,1,1650856.19,-1650856.19
C1389046188,1,134515.36,-134515.36
C1389553281,1,881187.51,-881187.51
C1389870393,1,2246118.53,-2246118.53
C1389887414,1,398045.73,-398045.73
C1390208933,1,47061.52,-47061.52
C139028296,1,20281.44,-20281.44
C1390328972,1,105491.11,-105491.11
C1390409394,1,7578130.45,-7578130.45
C1391223821,1,751854.42,-751854.42
C1391274777,1,834592.4,-834592.4
C1391703729,1,136562.78,-136562.78
C1391941558,1,1975271.77,-1975271.77
C1392000851,1,174324.94,-174324.94
C1392276809,1,906270.63,-906270.63
C1392488521,1,5393290.34,-5393290.34
C1392628098,1,200482.72,-200482.72
C1392636479,1,396757.22,-396757.22
C1392757965,1,166271.16,-166271.16
C139275925,1,568918.32,-568918.32
C1392925972,1,1798215.73,-1798215.73
C1393117725,1,837192.23,-837192.23
C1393439924,1,2198220.97,-2198220.97
C1393741272,1,553124.56,-553124.56
C1393901977,1,131261.23,-131261.23
C1394122484,1,351843.08,-351843.08
C1395071924,1,43092.0,-43092.0
C1395197193,1,3297243.38,-3297243.38
C1395405060,1,1258706.84,-1258706.84
C1395548664,1,21279.19,-21279.19
C1395649646,1,416832.9,-416832.9
C139567724,1,871893.15,-871893.15
C1395729546,1,1650168.9,-1650168.9
C139582618,1,127120.88,-127120.88
C1395896953,1,152042.16,-152042.16
C1396053431,1,7060216.94,-7060216.94
C139606427,1,1962548.46,-1962548.46
C1396066056,1,600722.15,-600722.15
C1396198422,1,1131750.38,-1131750.38
C139632487,1,7728992.56,-7728992.56
C1396564541,1,10000000.0,-10000000.0
C1396691078,1,338364.14,-338364.14
C1396855009,1,644314.67,-644314.67
C1397090856,1,345425.57,-345425.57
C1397478591,1,932691.0,-932691.0
C1398344547,1,429257.45,-429257.45
C1398662623,1,53107.96,-53107.96
C1398711376,1,489514.32,-489514.32
C139878018,1,5903457.39,-5903457.39
C1399296547,1,239095.53,-239095.53
C1399341304,1,79323.25,-79323.25
C1399376501,1,1128131.99,-1128131.99
C1399554611,1,38427.47,-38427.47
C1400028457,1,125107.12,-125107.12
C1400591529,1,128417.96,-128417.96
C1400717591,1,1059682.92,-1059682.92
C1401151925,1,13128.49,-13128.49
C1401275229,1,6910926.92,-6910926.92
C1401604030,1,224570.45,-224570.45
C1401632766,1,624686.04,-624686.04
C140166215,1,897131.97,-897131.97
C1402128249,1,7363709.23,-7363709.23
C1402144865,1,1697655.62,-1697655.62
C1402549847,1,1777674.32,-1777674.32
C1402670582,1,9110884.44,-9110884.44
C1403093345,1,161016.65,-161016.65
C140359285,1,503405.88,-503405.88
C1403642146,1,2745923.02,-2745923.02
C1403929359,1,245106.78,-245106.78
C1404020862,1,76642.85,-76642.85
C1404051898,1,251140.96,-251140.96
C140477383,1,503793.25,-503793.25
C1404885898,1,39713.28,0.0
C1406154490,1,236914.77,-236914.77
C1406252838,1,152724.32,-152724.32
C1406501579,1,3263443.15,-3263443.15
C140702728,1,14949.84,-14949.84
C1407135183,1,7620549.14,-7620549.14
C140720435,1,1641792.79,-1641792.79
C1407322771,1,113447.92,-113447.92
C1407686469,1,1501297.88,-1501297.88
C1407773477,1,21358.8,-21358.8
C1407865578,1,4160888.06,-4160888.06
C1408814433,1,3037.67,-3037.67
C1408863129,1,3424092.39,-3424092.39
C1409061891,1,501101.41,-501101.41
C1409592985,1,1085637.56,-1085637.56
C1409640196,1,321465.0,-321465.0
C1409902854,1,468638.03,-468638.03
C1409933277,1,120074.73,-120074.73
C1409947310,1,1244224.16,-1244224.16
C1410307167,1,19244.9,-19244.9
C141049972,1,51725.86,-51725.86
C1410522707,1,854550.85,-854550.85
C1410654808,1,219300.76,-219300.76
C1410879349,1,128718.59,-128718.59
C1410981762,1,166880.54,-166880.54
C1411378743,1,60274.87,-60274.87
C1411459679,1,538312.05,-538312.05
C1411461059,1,618381.01,-618381.01
C141206514,1,376059.27,-376059.27
C1412325787,1,292815.44,-292815.44
C1412560680,1,161016.65,-161016.65
C1413149184,1,40486.25,-40486.25
C1413288238,1,388171.95,-388171.95
C1413607654,1,254528.76,-254528.76
C1414061418,1,8594499.99,-8594499.99
C1414793795,1,993088.06,-993088.06
C1415217064,1,61756.82,-61756.82
C1415552520,1,163353.64,-163353.64
C1415686677,1,20296.68,-20296.68
C1415925120,1,957432.32,-957432.32
C1415942962,1,1654055.02,-1654055.02
C1416286172,1,9065.44,-9065.44
C1416504938,1,130479.52,-130479.52
C1416798021,1,2942177.94,-2942177.94
C1416902922,1,231161.48,-231161.48
C1416924629,1,2085274.39,-2085274.39
C1417290971,1,1018800.91,-1018800.91
C1417837233,1,108240.74,-108240.74
C1418109615,1,139210.23,-139210.23
C1418432811,1,22990.73,-22990.73
C1418607659,1,102464.68,-102464.68
C1418682514,1,565346.12,-565346.12
C1418786836,1,2374412.42,-2374412.42
C1419011226,1,8730600.58,-8730600.58
C1419156412,1,2737766.8,-2737766.8
C1419296243,1,282018.0,-282018.0
C1419487252,1,504532.72,-504532.72
C1419528476,1,3011102.29,-3011102.29
C1419603999,1,7044227.89,-7044227.89
C1419831454,1,266836.35,-266836.35
C1419832653,1,888905.27,-888905.27
C1420196421,1,2806.0,-2806.0
C1420261366,1,195351.76,-195351.76
C1420516343,1,786573.0,-786573.0
C1420554412,1,1399724.98,-1399724.98
C1420583441,1,591032.52,-591032.52
C1421116236,1,2784.51,-2784.51
C1421336308,1,70753.9,-70753.9
C1421370456,1,3018810.85,-3018810.85
C1421664654,1,10000000.0,-10000000.000000004
C1421733222,1,15177.97,-15177.97
C1421921119,1,8055.06,-8055.06
C1421965867,1,13704.0,-13704.0
C1422056911,1,65091.34,-65091.34
C1422133318,1,701168.78,-701168.78
C1422357582,1,828720.89,-828720.89
C1422380255,1,385556.82,-385556.82
C1422611591,1,234723.4,-234723.4
C1422736429,1,76732.89,-76732.89
C1423124005,1,975389.94,-975389.94
C142314551,1,1795622.71,-1795622.71
C1423321917,1,2684142.41,-2684142.41
C1423336678,1,200418.1,-200418.1
C142345179,1,1517771.48,-1517771.48
C1423921623,1,22025.14,-22025.14
C1424077218,1,1489916.19,-1489916.19
C1424142386,1,561948.38,-561948.38
C1424387,1,10789.0,-10789.0
C1424396112,1,420270.22,-420270.22
C1424554187,1,212613.29,-212613.29
C1424747794,1,348055.47,-348055.47
C1424948489,1,356224.26,-356224.26
C1424958936,1,159106.12,-159106.12
C1425610386,1,915672.67,-915672.67
C1425726290,1,7109453.78,-7109453.78
C1426147702,1,1860190.06,-1860190.06
C1426238541,1,314976.75,-314976.75
C1426277806,1,185529.91,-185529.91
C1426319616,1,76582.23,-76582.23
C1426577344,1,2324907.08,-2324907.08
C1426650654,1,995710.58,-995710.58
C1426688213,1,95267.81,-95267.81
C1426773355,1,1411271.23,-1411271.23
C1426906570,1,2000718.2,-2000718.2
C142707413,1,37100.29,-37100.29
C1427122202,1,16514.64,-16514.64
C1427360526,1,243028.65,-243028.65
C1427562720,1,1586479.66,-1586479.66
C1427622325,1,426173.04,-426173.04
C142790245,1,20986.02,-20986.02
C1428068885,1,507521.42,-507521.42
C1428518412,1,290491.12,-290491.12
C1428944530,1,929787.24,-929787.24
C1429181782,1,2155569.91,-2155569.91
C1429215839,1,722380.88,-722380.88
C1429503291,1,248071.56,-248071.56
C1429695579,1,232565.37,-232565.37
C1429774414,1,192765.49,-192765.49
C1430180670,1,193545.61,-193545.61
C1430228862,1,242179.39,-242179.39
C1430436436,1,1746415.27,-1746415.27
C1430477508,1,802483.88,-802483.88
C1430919523,1,731113.99,-731113.99
C1431002212,1,3080973.39,-3080973.39
C1431303574,1,72782.82,-72782.82
C1431338158,1,1552664.33,-1552664.33
C1431630057,1,5270.57,-5270.57
C1431701654,1,63440.63,-63440.63
C1431720928,1,271150.29,-271150.29
C1431929580,1,1202443.49,-1202443.49
C1432343521,1,152372.18,-152372.18
C14325153,1,176273.29,-176273.29
C1433143249,1,773696.12,-773696.12
C1433301955,1,9453680.72,-9453680.72
C1433490225,1,150405.2,-150405.2
C1433739978,1,199870.29,-199870.29
C1433873566,1,172510.95,-172510.95
C1434246047,1,368973.39,-368973.39
C1435012203,1,905919.58,-905919.58
C1435381938,1,566156.42,-566156.42
C1435733286,1,304472.46,-304472.46
C1436025461,1,753723.54,-753723.54
C1436118706,1,1258818.82,-1258818.82
C1436575323,1,3054359.4,-3054359.4
C14368419,1,10000000.0,-9999999.999999998
C1436982406,1,1097309.24,-1097309.24
C1437293424,1,3864609.52,-3864609.52
C1437366708,1,34238.2,-34238.2
C1437493877,1,4993938.87,-4993938.87
C1437857188,1,54994.1,-54994.1
C1438388258,1,10000000.0,-10000000.0
C1438426689,1,21960.02,-21960.02
C1438677474,1,280258.44,-280258.44
C1438925911,1,23610.85,-23610.85
C1439633894,1,149535.0,-149535.0
C1439734437,1,225923.37,-225923.37
C1439740840,1,10000000.0,-9999999.999999998
C1439743203,1,2562459.56,-2562459.56
C1439772341,1,1159831.33,-1159831.33
C1439806480,1,197943.1,-197943.1
C1439879444,1,677503.25,-677503.25
C1440012977,1,511379.9,-511379.9
C1440057381,1,963532.14,-963532.14
C1440171055,1,447009.83,-447009.83
C144024686,1,84480.05,-84480.05
C1440545718,1,59841.44,-59841.44
C1440649048,1,6188772.44,-6188772.44
C1440842391,1,3774777.76,-3774777.76
C1440901488,1,2093951.47,-2093951.47
C1440908860,1,10000000.0,-10000000.0
C1441123126,1,951451.17,-951451.17
C1441570263,1,3227.06,-3227.06
C14417080,1,1636403.22,-1636403.22
C1441986673,1,256417.06,-256417.06
C1442171840,1,362988.52,-362988.52
C1442710040,1,156039.36,-156039.36
C1442918145,1,103124.43,-103124.43
C1443107751,1,253672.83,-253672.83
C1443300815,1,1179716.49,-1179716.49
C1443740367,1,134725.66,-134725.66
C144389176,1,128440.4,-128440.4
C1444107396,1,286769.07,-286769.07
C1444150891,1,210952.24,-210952.24
C1444273015,1,108994.49,-108994.49
C1444276641,1,37119.58,-37119.58
C1444290021,1,59127.34,-59127.34
C144515719,1,92545.17,-92545.17
C1445328479,1,176626.77,-176626.77
C1446009472,1,503405.88,-503405.88
C1446312452,1,350800.27,-350800.27
C1446317541,1,814689.88,-814689.88
C1446359154,1,6391.6,-6391.6
C1446413189,1,295664.18,-295664.18
C144675030,1,1619331.51,-1619331.51
C1447139298,1,47662.13,-47662.13
C1447355548,1,3178881.71,-3178881.71
C1447448314,1,517183.38,-517183.38
C1447646431,1,202968.27,-202968.27
C1447707746,1,82767.31,-82767.31
C1448180572,1,2607790.58,-2607790.58
C1448304922,1,1932200.59,-1932200.59
C1448634544,1,8286342.51,-8286342.51
C1449311251,1,667733.81,-667733.81
C1449357986,1,86258.11,-86258.11
C1449539752,1,639680.32,-639680.32
C1450763584,1,417103.68,-417103.68
C1451066476,1,143340.15,-143340.15
C1451318490,1,94372.61,0.0
C14516308,1,6417789.09,-6417789.09
C1452168793,1,350705.74,-350705.74
C1452214555,1,9639052.83,-9639052.83
C145252938,1,994676.91,-994676.91
C1452953521,1,21698.13,-21698.13
C145364,1,609416.21,-609416.21
C1453762991,1,74447.11,-74447.11
C1453976647,1,9345700.07,-9345700.07
C1454005383,1,1676936.79,-1676936.79
C1454351572,1,1939519.45,-1939519.45
C1454479269,1,978261.98,-978261.98
C145448061,1,5475018.52,-5475018.52
C1454695063,1,15560.34,-15560.34
C1454763398,1,81244.31,-81244.31
C1454952860,1,740124.95,-740124.95
C1455120619,1,5591647.96,-5591647.96
C1455660898,1,762135.72,-762135.72
C145594916,1,472692.51,-472692.51
C1455969984,1,164.0,-164.0
C1455972022,1,1177100.83,-1177100.83
C1455982049,1,1016540.35,-1016540.35
C1456711816,1,8594065.09,-8594065.09
C145691981,1,181588.3,-181588.3
C1456949196,1,188731.21,-188731.21
C1457431353,1,4919642.57,-4919642.57
C1457539209,1,2460110.25,-2460110.25
C1457562899,1,3242183.64,-3242183.64
C1457867360,1,305183.84,-305183.84
C1458012832,1,254564.81,-254564.81
C1458525982,1,71439.81,-71439.81
C1458541760,1,1330802.24,-1330802.24
C1458675534,1,82112.74,-82112.74
C1458716480,1,227231.78,-227231.78
C1458768825,1,404165.06,-404165.06
C1458982396,1,1476248.65,-1476248.65
C1459244245,1,274799.58,-274799.58
C1459301109,1,1455382.05,-1455382.05
C145966586,1,548269.98,-548269.98
C1459823327,1,2740879.15,-2740879.15
C1460144846,1,9173.06,-9173.06
C1460251004,1,682063.33,-682063.33
C1460351581,1,1314660.84,-1314660.84
C146036421,1,1338487.47,-1338487.47
C1460810398,1,10000000.0,-10000000.0
C1460980455,1,125153.57,-125153.57
C1461019839,1,834495.09,-834495.09
C1461113533,1,0.0,0.0
C146118630,1,829012.31,-829012.31
C1461368336,1,134297.68,-134297.68
C1461596446,1,1065787.82,-1065787.82
C1461649383,1,386996.34,-386996.34
C1462162029,1,50820.71,-50820.71
C1462280812,1,314251.58,-75956.47
C1462369015,1,1436.38,-1436.38
C1462703827,1,2274566.61,-2274566.61
C1462947577,1,4531343.47,-4531343.47
C1463520187,1,9593838.63,-9593838.63
C1463568092,1,216351.05,-216351.05
C1463709824,1,452261.67,-452261.67
C1464408178,1,72955.08,-72955.08
C146466047,1,1191399.72,-1191399.72
C1465089227,1,253648.68,-253648.68
C146522698,1,53062.52,-53062.52
C1465621958,1,212130.67,-212130.67
C146567614,1,6647155.99,-6647155.99
C1465935638,1,43235.71,-43235.71
C1466030331,1,7435751.59,-7435751.59
C1466532646,1,162756.9,-162756.9
C1466563113,1,8991625.83,-8991625.83
C146707584,1,21358.8,-21358.8
C1467642521,1,51589.87,-51589.87
C146779092,1,134293.12,-134293.12
C1468095473,1,59677.48,-59677.48
C1468265966,1,115085.31,-115085.31
C1468373827,1,25040.78,-25040.78
C146839469,1,766151.45,-766151.45
C1468687617,1,3424092.39,-3424092.39
C1468845762,1,79039.81,-79039.81
C1469444378,1,60633.76,-60633.76
C146952243,1,74177.92,-74177.92
C1469626651,1,3285475.4,-3285475.4
C1470072286,1,168303.36,-168303.36
C1471003235,1,134497.41,-134497.41
C1471407934,1,98086.09,-98086.09
C1471437030,1,1968008.53,-1968008.53
C1471675468,1,42418.85,-42418.85
C1471805107,1,2107997.33,-2107997.33
C1471998742,1,332151.67,-332151.67
C1472018335,1,2254718.25,-2254718.25
C1472339088,1,644314.67,-644314.67
C1472367087,1,2068118.36,-2068118.36
C1472409848,1,335071.5,-335071.5
C1472915289,1,98918.12,-98918.12
C1472962938,1,1309602.55,-1309602.55
C1472963046,1,17428.0,-17428.0
C1473328942,1,296333.54,-296333.54
C1473713823,1,626195.24,-626195.24
C1473906713,1,266351.6,-266351.6
C1474454143,1,1054244.29,-1054244.29
C1474481275,1,7788725.2,-7788725.2
C1474711983,1,248056.41,-248056.41
C1474789260,1,1433038.32,-1433038.32
C1474911553,1,10000000.0,-10000000.0
C1475261726,1,2577489.07,-2577489.07
C147611805,1,1340263.67,-1340263.67
C14761859,1,31374.02,-31374.02
C1476270190,1,688473.32,-688473.32
C1476504573,1,1388951.5,-1388951.5
C1476565151,1,304085.48,-304085.48
C147671870,1,2100951.58,-2100951.58
C1476946789,1,3671853.86,-3671853.86
C1477176067,1,1788729.73,-1788729.73
C147756271,1,126715.84,-126715.84
C1477586121,1,624015.52,-624015.52
C1478536822,1,144283.42,-144283.42
C147918095,1,21859.86,-21859.86
C1479418663,1,256556.98,-256556.98
C1479830551,1,24366.07,-24366.07
C1479969874,1,4895343.33,-4895343.33
C1479974036,1,897875.35,-897875.35
C148001678,1,1336901.11,-1336901.11
C1480088933,1,1299860.86,-1299860.86
C1480465445,1,224661.54,-224661.54
C1481088608,1,3608191.52,-3608191.52
C1481115689,1,29611.08,-29611.08
C1481259935,1,803038.11,-803038.11
C1481292260,1,34301.19,-34301.19
C1481880227,1,217255.97,-217255.97
C1481892464,1,1189986.88,-1189986.88
C1482114822,1,78741.64,-78741.64
C1482135035,1,802417.45,-802417.45
C148215459,1,847383.45,-847383.45
C1482401390,1,4896179.38,-4896179.38
C1482534686,1,216179.15,-216179.15
C1482588472,1,454511.73,-454511.73
C1482673200,1,180967.56,-180967.56
C148278282,1,329937.88,-329937.88
C1482849004,1,164519.7,-164519.7
C1483115397,1,805319.81,-805319.81
C1483122432,1,876753.11,-876753.11
C1483983582,1,42483.97,-42483.97
C1484076319,1,441873.49,-441873.49
C1484143293,1,768520.15,-768520.15
C1484193833,1,89303.18,-89303.18
C1484249686,1,131597.73,-131597.73
C1484407499,1,101392.92,-101392.92
C1484448573,1,362152.77,-362152.77
C1484456052,1,6215.44,-6215.44
C1484518113,1,17246.0,-17246.0
C1484947776,1,929106.32,-929106.32
C1485024283,1,1761021.33,-1761021.33
C1485613101,1,8332002.94,-8332002.94
C14856404,1,10000000.0,-10000000.0
C1486070505,1,530733.43,-530733.43
C1486116303,1,7484125.12,-7484125.12
C148679503,1,4400457.84,-4400457.84
C148685565,1,32372.82,-32372.82
C1486861052,1,1026684.46,-1026684.46
C1486866728,1,48132.52,-48132.52
C1487625973,1,1767886.02,-1767886.02
C1488044664,1,217666.25,-217666.25
C1488400986,1,46073.56,-46073.56
C1489529077,1,407275.43,-407275.43
C1489638562,1,3070709.95,-3070709.95
C1489685700,1,14206.82,-14206.82
C1489751550,1,59677.48,-59677.48
C1489843213,1,1165187.89,-1165187.89
C1489954712,1,149656.36,-149656.36
C1490382663,1,9208368.83,-9208368.83
C1490771263,1,9639524.7,-9639524.7
C1491503658,1,2763398.31,-2763398.31
C149173089,1,883366.69,-883366.69
C1491819514,1,406864.17,-406864.17
C1492220840,1,1311150.9,-1311150.9
C1492323121,1,248409.56,-248409.56
C1492365838,1,591766.42,-591766.42
C1492492778,1,131594.12,-131594.12
C149249593,1,7576324.61,-7576324.61
C1492957578,1,1621056.88,-1621056.88
C1493011618,1,561027.94,-561027.94
C1493356883,1,6961359.11,-6961359.11
C1493693019,1,131597.73,-131597.73
C1493761372,1,4177467.46,-4177467.46
C1493770976,1,807278.78,-807278.78
C1493875505,1,346374.54,-346374.54
C1494182124,1,364715.24,-364715.24
C1494188706,1,403.56,-403.56
C1494570595,1,658637.38,-658637.38
C1494632213,1,574709.63,-574709.63
C1494760088,1,7108914.22,-7108914.22
C1495269307,1,379878.0,-379878.0
C1495290660,1,635409.32,-635409.32
C1495344095,1,8950011.46,-8950011.46
C1495769147,1,924912.26,-924912.26
C1496296182,1,96474.91,-96474.91
C149676565,1,79594.91,-79594.91
C1496808239,1,1566057.28,-1566057.28
C1496866222,1,539658.73,-539658.73
C1496997212,1,156011.24,-156011.24
C1497139417,1,4731371.88,-4731371.88
C1497447156,1,443682.96,-443682.96
C149758209,1,82504.16,-82504.16
C1497766467,1,119.65,-119.65
C149785547,1,7748802.0,-7748802.0
C1497936234,1,3695429.98,-3695429.98
C1497963652,1,2582733.46,-2582733.46
C1498028072,1,2352524.18,-2352524.18
C1498185758,1,566156.42,-566156.42
C149845822,1,122101.57,0.0
C1498577424,1,224913.14,-224913.14
C1499032143,1,21922.0,-21922.0
C1499124218,1,10000000.0,-10000000.0
C149923854,1,2860852.43,-2860852.43
C149938639,1,9301213.46,-9301213.46
C1499429209,1,2984434.36,-2984434.36
C1499479163,1,3020974.53,-3020974.53
C1499614661,1,1171751.17,-1171751.17
C1499825229,1,235238.66,-235238.66
C1499900306,1,299016.86,-299016.86
C1500009160,1,1030417.74,-1030417.74
C1500602777,1,171200.54,-171200.54
C1500797086,1,281023.82,-281023.82
C1500954135,1,17216.14,-17216.14
C1501009751,1,425221.11,-425221.11
C1501311535,1,1947807.58,-1947807.58
C1501559955,1,1051018.15,-1051018.15
C1501869620,1,190815.79,-190815.79
C1502031409,1,88748.63,-88748.63
C1502070032,1,71729.96,-71729.96
C1502782512,1,66643.99,-66643.99
C1502819144,1,179648.89,-179648.89
C1503196403,1,13024.95,-13024.95
C1503324262,1,199940.02,-199940.02
C1504021552,1,418871.89,-418871.89
C1504023425,1,1506795.1,-1506795.1
